condition,phase,family,metric_horizon,alpha,c_upd,seed,runtime_sec,support_mode,support_total,borrow_limit,borrow_interest,total_timesteps,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_CSR_pre,eval_dbar_post_mean,eval_dbar_pre_mean,eval_occupied_post_mean,eval_occupied_pre_mean,eval_max_tilde_post_mean,eval_max_tilde_pre_mean,eval_episodes_per_env,eval_t_eval,eval_done_per_env_min,eval_done_per_env_max,mean_update_fraction,final_executed_updates,final_energy,total_support_injected,total_debt_charge,max_debt_level,final_vartd,train_final_return_end_mean,I_R_full,learned_R_full_0p5
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,50,2.7891362409991416,none,0.0,0.6,0.02,1000000,100.0,-22.944538116455078,26.0,0.009999999776482582,0.0,0.49393266439437866,0.4851018190383911,0.3999999761581421,0.4099999964237213,0.724170446395874,0.7135422825813293,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.215371608734131,0.6000000238418579,0.14281129837036133,-26.391937255859375,1.7408532274928725,1.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,51,2.884813843000302,none,0.0,0.6,0.02,1000000,100.0,-24.22418212890625,26.0,0.0,0.009999999776482582,0.5483822822570801,0.5541794300079346,0.29999998211860657,0.3100000023841858,0.8096694946289062,0.81080561876297,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.203324317932129,0.6000000238418579,0.12883426249027252,-27.558767318725586,1.2242327954250838,1.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,52,2.685169685000801,none,0.0,0.6,0.02,1000000,100.0,-25.48447608947754,26.0,0.0,0.0,0.6792137026786804,0.6715904474258423,0.20999999344348907,0.2800000011920929,0.9957795739173889,0.990200400352478,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.2145891189575195,0.6000000238418579,0.1865227073431015,-28.107582092285156,0.7154244048824772,1.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,53,2.8275690770005895,none,0.0,0.6,0.02,1000000,100.0,-23.420650482177734,26.0,0.009999999776482582,0.0,0.5237138271331787,0.5227308869361877,0.3700000047683716,0.3199999928474426,0.7674629092216492,0.766882598400116,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.2390401363372803,0.6000000238418579,0.13978853821754456,-27.153234481811523,1.5486361939279683,1.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,54,2.8854590470000403,none,0.0,0.6,0.02,1000000,100.0,-24.39079475402832,26.0,0.009999999776482582,0.0,0.605443000793457,0.6008634567260742,0.3100000023841858,0.35999998450279236,0.8879820704460144,0.882627010345459,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.2021708488464355,0.6000000238418579,0.13287216424942017,-26.209918975830078,1.1569676142176681,1.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,55,2.886338045998855,none,0.0,0.6,0.02,1000000,100.0,-24.754785537719727,26.0,0.0,0.0,0.593223512172699,0.5885406732559204,0.28999999165534973,0.3400000035762787,0.8787160515785217,0.8782677054405212,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.202427387237549,0.6000000238418579,0.11726279556751251,-26.256250381469727,1.0100165292990235,1.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,56,2.6848836070003017,none,0.0,0.6,0.02,1000000,100.0,-22.951894760131836,26.0,0.0,0.0,0.5200652480125427,0.5185781121253967,0.23999999463558197,0.3400000035762787,0.7634842991828918,0.7754611968994141,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.21445369720459,0.6000000238418579,0.15061531960964203,-27.986148834228516,1.7378831886399768,1.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,57,2.68230998800027,none,0.0,0.6,0.02,1000000,100.0,-24.92768096923828,26.0,0.0,0.0,0.6911918520927429,0.6926111578941345,0.2199999988079071,0.20999999344348907,0.989938497543335,0.9949290156364441,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.2148478031158447,0.6000000238418579,0.16723716259002686,-27.66595458984375,0.9402148409665266,1.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,58,2.8926531269989937,none,0.0,0.6,0.02,1000000,100.0,-23.74652862548828,26.0,0.0,0.0,0.5575880408287048,0.5537856817245483,0.3499999940395355,0.3999999761581421,0.8452790379524231,0.8425121903419495,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.2268147468566895,0.6000000238418579,0.1347418576478958,-25.92601776123047,1.4170720201730682,1.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,59,2.749364310000601,none,0.0,0.6,0.02,1000000,100.0,-24.00942611694336,26.0,0.0,0.0,0.6160191893577576,0.6097009181976318,0.25,0.28999999165534973,0.91966712474823,0.9021074771881104,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.2148184776306152,0.6000000238418579,0.1314779669046402,-26.167098999023438,1.3109345207564147,1.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,60,2.8258953999993537,none,0.0,0.6,0.02,1000000,100.0,-34.08115768432617,26.0,0.0,0.0,1.1590492725372314,1.137259602546692,0.04999999701976776,0.04999999701976776,1.5566353797912598,1.5274957418441772,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.1910135746002197,0.6000000238418579,0.1678689867258072,-26.872896194458008,-2.7552450286990546,0.0
edge_full__borrow__t1m__a0p10__c1p00,extension_full,borrow,full,0.1,1.0,61,2.7932561690013245,none,0.0,0.6,0.02,1000000,100.0,-23.99568748474121,26.0,0.0,0.009999999776482582,0.5690171718597412,0.5696506500244141,0.25999999046325684,0.28999999165534973,0.8329920172691345,0.8329530358314514,4.0,104.0,4.0,4.0,0.006410256493836641,2.0,-0.6000000238418579,0.0,3.2032198905944824,0.6000000238418579,0.16229240596294403,-27.72142791748047,1.3164811087412236,1.0
