run_dir,alpha,c_upd,roles,notes,seed,eval_return_end_mean,I_R_short,learned_0p5,eval_dbar_post,eval_occupied_post_mean,eval_CSR_mean,mean_update_fraction,final_VarTD,wall_seconds
runs/stageB_completion_bridge_32seed/a0p2_c0p9_seed59,0.2,0.9,boundary_proxy,closest current point to 0.5,59,-24.204861,0.6176545058692302,1,0.628381,0.34,0.01,0.024,0.210359,17.5
runs/stageB_completion_bridge_32seed/a0p2_c0p9_seed60,0.2,0.9,boundary_proxy,closest current point to 0.5,60,-30.524759,-0.6614784708528053,0,1.048116,0.08,0.0,0.024,0.172712,20.85
runs/stageB_completion_bridge_32seed/a0p2_c0p9_seed61,0.2,0.9,boundary_proxy,closest current point to 0.5,61,-22.291601,1.0048939769877838,1,0.472284,0.47,0.0,0.024,0.131674,17.36
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed30,0.2,1.0,edge_max,top of physical c_upd domain,30,-23.401161,0.7803215573614385,1,0.590998,0.23,0.0,0.024,0.155694,17.99
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed31,0.2,1.0,edge_max,top of physical c_upd domain,31,-25.786373,0.2975600751867065,0,0.596255,0.22,0.0,0.024,0.164389,20.44
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed32,0.2,1.0,edge_max,top of physical c_upd domain,32,-23.396126,0.7813406299062478,1,0.537786,0.38,0.0,0.024,0.127327,18.04
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed33,0.2,1.0,edge_max,top of physical c_upd domain,33,-25.825397,0.28966170637069116,0,0.677111,0.28,0.0,0.024,0.141692,20.69
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed34,0.2,1.0,edge_max,top of physical c_upd domain,34,-25.097273,0.437032347406789,0,0.588213,0.32,0.0,0.024,0.158883,17.89
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed35,0.2,1.0,edge_max,top of physical c_upd domain,35,-24.420664,0.5739764696453004,1,0.585009,0.37,0.0,0.024,0.125397,20.39
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed36,0.2,1.0,edge_max,top of physical c_upd domain,36,-23.48563,0.7632252239379028,1,0.541621,0.34,0.0,0.024,0.16264,18.01
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed37,0.2,1.0,edge_max,top of physical c_upd domain,37,-23.951118,0.6690115117753983,1,0.537387,0.37,0.0,0.024,0.178457,20.49
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed38,0.2,1.0,edge_max,top of physical c_upd domain,38,-21.512939,1.1624933942442544,1,0.526269,0.35,0.0,0.024,0.146086,20.97
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed39,0.2,1.0,edge_max,top of physical c_upd domain,39,-24.74227,0.5088841469350809,1,0.579218,0.33,0.01,0.024,0.131605,21.28
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed40,0.2,1.0,edge_max,top of physical c_upd domain,40,-25.134665,0.42946429167779043,0,0.620894,0.17,0.0,0.024,0.132933,17.59
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed41,0.2,1.0,edge_max,top of physical c_upd domain,41,-24.218014,0.6149923685937831,1,0.551342,0.26,0.0,0.024,0.168103,21.12
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed42,0.2,1.0,edge_max,top of physical c_upd domain,42,-23.371138,0.7863981442557405,1,0.594468,0.29,0.0,0.024,0.176573,17.52
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed43,0.2,1.0,edge_max,top of physical c_upd domain,43,-27.822899,-0.11462815388784803,0,0.831342,0.13,0.0,0.024,0.188002,21.08
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed44,0.2,1.0,edge_max,top of physical c_upd domain,44,-24.686611,0.5201494019046032,1,0.531822,0.41,0.0,0.024,0.162394,17.39
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed45,0.2,1.0,edge_max,top of physical c_upd domain,45,-24.27104,0.6042600268338906,1,0.595038,0.24,0.0,0.024,0.153086,21.19
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed46,0.2,1.0,edge_max,top of physical c_upd domain,46,-25.130802,0.4302461540890312,0,0.609058,0.3,0.0,0.024,0.13982,17.37
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed47,0.2,1.0,edge_max,top of physical c_upd domain,47,-23.521719,0.7559208924444322,1,0.541421,0.39,0.0,0.024,0.17547,21.16
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed48,0.2,1.0,edge_max,top of physical c_upd domain,48,-28.063896,-0.16340539839259804,0,0.777466,0.2,0.0,0.024,0.167824,17.61
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed49,0.2,1.0,edge_max,top of physical c_upd domain,49,-24.210207,0.616572487631981,1,0.561006,0.31,0.0,0.024,0.162154,21.04
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed50,0.2,1.0,edge_max,top of physical c_upd domain,50,-24.374245,0.5833715696368604,1,0.511579,0.43,0.0,0.024,0.151034,17.49
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed51,0.2,1.0,edge_max,top of physical c_upd domain,51,-24.440214,0.5700195941237461,1,0.554763,0.33,0.0,0.024,0.169881,21.01
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed52,0.2,1.0,edge_max,top of physical c_upd domain,52,-23.423725,0.7757546550970729,1,0.565593,0.33,0.0,0.024,0.161769,21.05
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed53,0.2,1.0,edge_max,top of physical c_upd domain,53,-24.107468,0.6373666274892136,1,0.533506,0.4,0.0,0.024,0.124195,17.36
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed54,0.2,1.0,edge_max,top of physical c_upd domain,54,-24.215305,0.6155406640305037,1,0.615568,0.33,0.0,0.024,0.143838,21.18
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed55,0.2,1.0,edge_max,top of physical c_upd domain,55,-23.412821,0.7779615998892478,1,0.511748,0.47,0.01,0.024,0.187562,17.63
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed56,0.2,1.0,edge_max,top of physical c_upd domain,56,-23.871254,0.6851758036758261,1,0.583631,0.24,0.01,0.024,0.172927,20.94
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed57,0.2,1.0,edge_max,top of physical c_upd domain,57,-23.019096,0.8576506441206395,1,0.553675,0.33,0.0,0.024,0.139176,17.79
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed58,0.2,1.0,edge_max,top of physical c_upd domain,58,-23.53459,0.753315831327403,1,0.487148,0.37,0.0,0.024,0.158451,21.0
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed59,0.2,1.0,edge_max,top of physical c_upd domain,59,-23.86268,0.6869111617690127,1,0.509502,0.23,0.0,0.024,0.195632,17.47
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed60,0.2,1.0,edge_max,top of physical c_upd domain,60,-27.867279,-0.12361056491836218,0,0.871785,0.1,0.0,0.024,0.187618,21.4
runs/stageB_completion_bridge_32seed/a0p2_c1p0_seed61,0.2,1.0,edge_max,top of physical c_upd domain,61,-23.7467,0.7103852499014829,1,0.545469,0.38,0.0,0.024,0.129048,17.48
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed30,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,30,-31.533842,-0.8657145742756142,0,1.090769,0.18,0.0,0.0,0.160021,21.13
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed31,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,31,-40.789528,-2.739044362950126,0,1.674736,0.06,0.0,0.0,0.167437,17.43
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed32,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,32,-54.874275,-5.589765111368338,0,2.593673,0.01,0.0,0.0,0.157527,21.14
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed33,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,33,-45.084736,-3.6083846900693777,0,1.913378,0.02,0.0,0.0,0.149455,21.01
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed34,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,34,-46.062859,-3.8063545599296655,0,1.997356,0.04,0.0,0.0,0.169821,17.36
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed35,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,35,-39.52478,-2.4830622451939157,0,1.573191,0.01,0.0,0.0,0.134089,21.19
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed36,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,36,-48.696552,-4.339408031182205,0,2.191283,0.06,0.0,0.0,0.167604,17.54
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed37,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,37,-37.935829,-2.1614621778359524,0,1.482905,0.05,0.0,0.0,0.199721,21.03
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed38,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,38,-48.859032,-4.3722936135219514,0,2.236364,0.02,0.0,0.0,0.155888,17.5
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed39,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,39,-41.403404,-2.8632914687132605,0,1.83769,0.05,0.0,0.0,0.144562,20.95
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed40,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,40,-47.791695,-4.1562670330335365,0,2.034608,0.01,0.0,0.0,0.15311,17.78
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed41,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,41,-52.002693,-5.008563447739999,0,2.090013,0.09,0.0,0.0,0.177212,20.96
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed42,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,42,-32.929668,-1.1482265810146488,0,1.301915,0.12,0.0,0.0,0.188973,17.54
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed43,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,43,-45.941101,-3.781711017742795,0,1.901342,0.06,0.0,0.0,0.196734,21.35
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed44,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,44,-24.116262,0.635586741896552,1,0.587377,0.27,0.01,0.0,0.176125,21.09
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed45,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,45,-55.764484,-5.769941387642854,0,2.620531,0.05,0.0,0.0,0.159497,17.48
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed46,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,46,-48.82795,-4.3660026874369935,0,2.170199,0.03,0.0,0.0,0.149333,21.34
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed47,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,47,-48.206333,-4.240188820885505,0,2.149366,0.04,0.0,0.0,0.189548,17.51
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed48,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,48,-33.90836,-1.3463116151803973,0,1.181868,0.1,0.0,0.0,0.187309,21.28
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed49,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,49,-31.333796,-0.8252257190027384,0,0.944922,0.15,0.0,0.0,0.183311,17.56
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed50,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,50,-45.43737,-3.6797570093874112,0,2.003045,0.06,0.0,0.0,0.171124,21.09
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed51,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,51,-58.260506,-6.275130561712385,0,2.756351,0.04,0.0,0.0,0.192866,17.49
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed52,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,52,-32.18895,-0.9983069430313153,0,1.018505,0.11,0.0,0.0,0.169527,21.08
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed53,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,53,-42.496536,-3.0845388985151514,0,1.63671,0.09,0.0,0.0,0.131115,17.4
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed54,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,54,-40.854145,-2.7521226967391925,0,1.738216,0.07,0.0,0.0,0.159803,20.99
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed55,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,55,-33.998787,-1.364613834248813,0,1.248932,0.14,0.0,0.0,0.215461,17.47
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed56,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,56,-51.697968,-4.9468878010236095,0,2.368411,0.05,0.0,0.0,0.176114,21.53
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed57,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,57,-30.175451,-0.5907793263677485,0,0.97155,0.13,0.0,0.0,0.143594,21.27
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed58,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,58,-38.305313,-2.2362448988183425,0,1.522644,0.05,0.0,0.0,0.175874,17.41
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed59,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,59,-34.526134,-1.4713476672751424,0,1.219258,0.11,0.0,0.0,0.219154,21.22
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed60,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,60,-49.602921,-4.522855054690904,0,2.066565,0.03,0.0,0.0,0.187593,18.01
runs/stageB_completion_bridge_32seed/a0p2_c1p05_seed61,0.2,1.05,gateoff_control,diagnostic gate-off control beyond physical domain,61,-34.865734,-1.5400819346469907,0,1.297794,0.1,0.0,0.0,0.147507,21.08
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed30,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,30,-22.757011,0.9106960518478209,1,0.486891,0.36,0.0,0.04,0.151692,17.55
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed31,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,31,-23.856913,0.6880783894484402,1,0.505882,0.37,0.0,0.04,0.155825,21.19
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed32,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,32,-23.509106,0.7584737349484405,1,0.470075,0.49,0.02,0.04,0.122692,17.75
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed33,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,33,-24.28496,0.6014426505034539,1,0.523207,0.31,0.0,0.04,0.137413,20.6
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed34,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,34,-24.570906,0.543567830662729,1,0.514318,0.39,0.0,0.04,0.149138,20.85
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed35,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,35,-24.284071,0.6016225820808793,1,0.516832,0.39,0.0,0.04,0.121796,17.87
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed36,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,36,-23.711725,0.7174641103294285,1,0.503564,0.38,0.0,0.04,0.145592,20.66
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed37,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,37,-24.681196,0.5212453855848698,1,0.524466,0.46,0.0,0.04,0.164108,18.11
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed38,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,38,-22.596781,0.9431262393065695,1,0.525224,0.35,0.0,0.04,0.146552,17.58
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed39,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,39,-24.814283,0.49430887957274655,0,0.654294,0.2,0.0,0.04,0.135488,21.11
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed40,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,40,-24.059782,0.6470181653982068,1,0.530156,0.33,0.0,0.04,0.143774,17.58
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed41,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,41,-26.571249,0.1387029584677839,0,0.717567,0.22,0.0,0.04,0.171128,21.13
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed42,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,42,-23.334084,0.7938977895537271,1,0.572922,0.31,0.0,0.04,0.16222,17.4
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed43,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,43,-24.122128,0.6343994768423608,1,0.523822,0.34,0.0,0.04,0.188777,20.96
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed44,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,44,-24.246756,0.6091750531850619,1,0.524073,0.31,0.0,0.04,0.169153,21.23
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed45,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,45,-24.092665,0.6403627210107257,1,0.479284,0.46,0.01,0.04,0.144019,17.61
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed46,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,46,-25.277994,0.40045482816736755,0,0.593588,0.29,0.0,0.04,0.141796,21.4
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed47,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,47,-22.934511,0.8747704556802619,1,0.484356,0.35,0.0,0.04,0.152385,17.52
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed48,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,48,-25.429291,0.3698326595850402,0,0.569271,0.31,0.01,0.04,0.171161,21.02
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed49,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,49,-23.821596,0.6952264698982974,1,0.530137,0.37,0.0,0.04,0.168558,17.33
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed50,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,50,-23.917719,0.6757713933889209,1,0.62442,0.17,0.0,0.04,0.160262,21.08
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed51,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,51,-24.075283,0.6438807982647231,1,0.539649,0.3,0.0,0.04,0.164759,17.48
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed52,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,52,-23.160919,0.828945991583898,1,0.506137,0.4,0.0,0.04,0.158995,21.16
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed53,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,53,-22.78285,0.9054662970344485,1,0.534445,0.3,0.0,0.04,0.117443,17.48
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed54,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,54,-22.567709,0.9490103459645032,1,0.5276,0.3,0.0,0.04,0.136165,21.28
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed55,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,55,-23.840776,0.6913444815349516,1,0.517646,0.29,0.0,0.04,0.174298,17.79
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed56,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,56,-22.167294,1.0300534309753937,1,0.491959,0.39,0.01,0.04,0.171077,20.79
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed57,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,57,-23.500532,0.7602090930416271,1,0.549967,0.34,0.01,0.04,0.126105,20.83
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed58,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,58,-23.968075,0.6655794535544788,1,0.517569,0.3,0.0,0.04,0.17002,17.51
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed59,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,59,-24.03433,0.6521695922920469,1,0.553964,0.29,0.01,0.04,0.183907,21.09
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed60,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,60,-23.28812,0.8032007985804636,1,0.563244,0.27,0.0,0.04,0.171531,17.62
runs/stageB_completion_bridge_32seed/a0p3_c0p9_seed61,0.3,0.9,enabled_anchor,highest 8-seed P=1 point,61,-22.975044,0.8665666686973906,1,0.455979,0.51,0.02,0.04,0.135657,21.01
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed30,0.3,0.6,boundary_proxy,closest current point to 0.5,30,-24.511459,0.5555997682141257,1,0.494397,0.47,0.0,0.064,0.161649,17.55
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed31,0.3,0.6,boundary_proxy,closest current point to 0.5,31,-24.948359,0.4671722022107094,0,0.514029,0.33,0.0,0.064,0.162657,21.0
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed32,0.3,0.6,boundary_proxy,closest current point to 0.5,32,-24.412371,0.5756549539777933,1,0.507137,0.49,0.02,0.064,0.133091,17.68
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed33,0.3,0.6,boundary_proxy,closest current point to 0.5,33,-23.67078,0.7257512851749536,1,0.529347,0.27,0.0,0.064,0.137851,20.85
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed34,0.3,0.6,boundary_proxy,closest current point to 0.5,34,-24.847195,0.4876475656512442,0,0.573457,0.26,0.0,0.064,0.148821,17.27
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed35,0.3,0.6,boundary_proxy,closest current point to 0.5,35,-24.087324,0.641443727259351,1,0.492885,0.37,0.01,0.064,0.125754,20.89
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed36,0.3,0.6,boundary_proxy,closest current point to 0.5,36,-23.433268,0.7738231736084699,1,0.505404,0.44,0.0,0.064,0.157581,17.69
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed37,0.3,0.6,boundary_proxy,closest current point to 0.5,37,-24.057323,0.6475158614037051,1,0.542901,0.42,0.0,0.064,0.159981,20.68
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed38,0.3,0.6,boundary_proxy,closest current point to 0.5,38,-21.060522,1.2540615657447525,1,0.481462,0.38,0.01,0.056,0.138546,17.46
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed39,0.3,0.6,boundary_proxy,closest current point to 0.5,39,-24.33235,0.5918510223210279,1,0.535901,0.29,0.0,0.064,0.14029,21.21
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed40,0.3,0.6,boundary_proxy,closest current point to 0.5,40,-23.76446,0.7067906663074783,1,0.513581,0.37,0.0,0.064,0.150291,17.78
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed41,0.3,0.6,boundary_proxy,closest current point to 0.5,41,-23.879633,0.6834799131389928,1,0.549256,0.29,0.0,0.064,0.160312,21.14
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed42,0.3,0.6,boundary_proxy,closest current point to 0.5,42,-23.404394,0.7796672055168764,1,0.465296,0.37,0.0,0.064,0.153611,17.63
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed43,0.3,0.6,boundary_proxy,closest current point to 0.5,43,-24.01247,0.6565940065580911,1,0.556157,0.29,0.01,0.064,0.187246,21.01
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed44,0.3,0.6,boundary_proxy,closest current point to 0.5,44,-24.837687,0.48957196321947605,0,0.561781,0.28,0.0,0.064,0.163211,20.91
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed45,0.3,0.6,boundary_proxy,closest current point to 0.5,45,-24.074741,0.6439904978316121,1,0.507026,0.33,0.0,0.064,0.153533,17.41
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed46,0.3,0.6,boundary_proxy,closest current point to 0.5,46,-25.807253,0.29333401069105264,0,0.538237,0.29,0.0,0.064,0.135317,21.1
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed47,0.3,0.6,boundary_proxy,closest current point to 0.5,47,-23.915297,0.6762616006785994,1,0.579926,0.22,0.0,0.064,0.161885,17.54
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed48,0.3,0.6,boundary_proxy,closest current point to 0.5,48,-25.184248,0.41942880528468546,0,0.604291,0.31,0.01,0.064,0.154726,21.03
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed49,0.3,0.6,boundary_proxy,closest current point to 0.5,49,-22.501728,0.9623647502503156,1,0.474458,0.42,0.0,0.064,0.153174,17.39
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed50,0.3,0.6,boundary_proxy,closest current point to 0.5,50,-24.180204,0.6226450265717854,1,0.512971,0.38,0.0,0.064,0.160746,21.3
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed51,0.3,0.6,boundary_proxy,closest current point to 0.5,51,-23.82008,0.6955333048492268,1,0.505615,0.43,0.01,0.064,0.167926,17.58
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed52,0.3,0.6,boundary_proxy,closest current point to 0.5,52,-24.210588,0.6164953740987986,1,0.597289,0.3,0.0,0.064,0.178183,21.05
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed53,0.3,0.6,boundary_proxy,closest current point to 0.5,53,-24.668982,0.5237174713966476,1,0.535966,0.35,0.02,0.064,0.142668,17.49
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed54,0.3,0.6,boundary_proxy,closest current point to 0.5,54,-22.397858,0.9833878019343963,1,0.517944,0.32,0.0,0.064,0.148734,21.23
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed55,0.3,0.6,boundary_proxy,closest current point to 0.5,55,-23.773262,0.7050091615330173,1,0.497845,0.43,0.0,0.064,0.174129,17.55
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed56,0.3,0.6,boundary_proxy,closest current point to 0.5,56,-23.918776,0.6755574589937148,1,0.500731,0.33,0.0,0.064,0.172385,20.96
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed57,0.3,0.6,boundary_proxy,closest current point to 0.5,57,-23.691713,0.7215144935998804,1,0.509095,0.39,0.01,0.064,0.143397,21.15
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed58,0.3,0.6,boundary_proxy,closest current point to 0.5,58,-24.287563,0.600915809225572,1,0.501381,0.37,0.0,0.064,0.173662,17.55
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed59,0.3,0.6,boundary_proxy,closest current point to 0.5,59,-25.15271,0.42581202473219254,0,0.518456,0.35,0.0,0.064,0.185955,21.11
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed60,0.3,0.6,boundary_proxy,closest current point to 0.5,60,-24.541908,0.5494369598890214,1,0.546759,0.32,0.0,0.056,0.164304,17.75
runs/stageB_completion_bridge_32seed/a0p3_c0p6_seed61,0.3,0.6,boundary_proxy,closest current point to 0.5,61,-24.103872,0.63809444970791,1,0.499194,0.43,0.0,0.064,0.131759,21.02
runs/stageB_completion_bridge_32seed/a0p3_c1p0_seed30,0.3,1.0,edge_max,top of physical c_upd domain,30,-22.573307,0.9478773235005823,1,0.503824,0.33,0.0,0.032,0.148908,20.37
